District,Latitude,Longitude,Zn,Fe,Cu,Mn,B,S,As,Hg,Se,Co,Mo,Sb,V,Tl,Pb
Jodhpur,23.836149077445263,78.31706711105092,109.3695586411433,83.34299788164029,13.296460961604106,105.90889557389345,10.151593333068831,94.03050712192409,91.08470659689945,87.58299329726815,86.32295462430176,110.14258061876119,28.259475669120548,174.73032314592498,166.18573381599614,8.302379539299775,199.72999413046895
Kota,27.07505112766809,74.83155323640966,10.559188274540677,70.2860468198065,16.093570014055338,37.43449042556533,5.718403095537994,197.08923099421938,158.18801231922896,143.23193198206857,170.5837271400891,81.44499517382269,0.3813901990223689,92.80617753858371,4.926188793784703,54.55362163664616,145.54827568987034
Jaipur,26.55658738713683,76.3337374148146,146.22936285034888,28.553973493732123,67.9925371700068,12.012608425353722,177.01585595842607,115.79251673888511,84.13705266276324,17.904502021450753,4.219024646677494,103.22669540395204,157.5642231714491,115.92566207187645,12.233567768126608,182.88560906204566,79.98681260411185
Udaipur,26.726487490304596,76.61052151568212,65.81511340836654,7.620654014248829,170.70210994255882,85.50160824013994,78.92459935824563,149.19011794575226,60.21352626167618,100.81437521413794,178.79207217964236,171.06453318412926,56.93425499094565,150.28386887012084,45.375548817325125,95.14000405129109,185.93863754280125
Udaipur,24.077342082545726,74.53239925507692,3.9497898164186696,90.85450322023667,6.714417271791828,110.000880039521,133.1215372476603,95.54867352064191,113.9905114205803,158.60286177445442,69.53807927976223,56.500729840969676,117.45126558195452,108.70322503731416,152.09316598144454,2.892244711599634,135.35303281592442
Ajmer,27.480824743909647,75.47431049039056,33.07946607239711,176.98633446882192,18.828811259145194,67.23295453511764,188.56555846367084,145.66798473887826,145.31210918746103,63.70016996979686,72.74604452748228,65.5668911951927,37.80997154688441,176.2903835895253,87.41568542959727,127.72535035649786,160.81667555898247
Jaipur,24.55598428499111,77.11746830528574,66.84988737561044,6.91734268634947,23.166811272852406,112.67819946063153,64.15991833197019,85.76966917392382,159.5934405851836,65.12655157266336,0.6490867665673639,45.43692264168242,38.629564970976226,192.90848511966857,97.40666627454986,98.95845385515759,105.3563885208056
Jodhpur,26.062738036382846,76.90082949924083,92.36249399113383,34.43737091128845,143.63013535038888,197.12167048841417,80.13582022258159,70.55602650931809,131.7484374998673,160.61043957794809,9.5263129749529,42.93019969161407,173.63607148203556,39.17851334148652,176.58318420230435,101.86062857697968,188.87147205375487
Jodhpur,24.861556872025666,76.23106071085596,156.71302249217186,103.10582846490159,42.79623690653982,151.11247978819728,87.22389324605946,148.70068478859878,126.13772166844213,162.51697994431927,111.55454200694268,82.58062789258156,176.9922914545911,177.72546989669772,1.0481397105200685,185.79676631561583,183.94230855141535
Jaipur,26.472690663464206,76.31495119467412,111.5051184395593,29.26129412747216,77.05491640947162,193.44289219327095,22.769425150339863,188.72147690809442,117.29549245408751,47.39089532683678,101.093941943877,21.55634147437848,126.62454237120811,59.541235257543605,118.78586612791946,28.038596960875427,96.92258514972845
Jodhpur,25.302033845337462,76.05537720926287,45.24226742815094,91.47783202730093,30.765751159727884,117.34442023313693,133.0543049752801,40.28863074446119,21.841470437767853,79.03030295149588,124.10249366469152,89.63000016547488,166.0588814522624,82.37478770439026,164.01883473354465,25.137431012140034,97.63413750777342
Ajmer,26.07963540435673,76.10531756367557,28.145939718060987,174.1874500716014,164.1707983359242,132.0120880766196,162.31976707413125,54.67445760216554,41.50307829153319,32.32094643433905,87.85112895623936,50.889020208907176,159.9068734314725,7.574556536205046,181.79151371158736,127.1295192634845,8.139951885848951
Udaipur,26.50160983378715,74.8801961524777,112.38726593883706,82.75179353651146,137.81246992127558,117.31918973644522,73.73167406506278,19.3091690027291,122.47489078320555,158.5313303653985,164.9768319233748,157.7204398271986,56.307963452941244,41.63424992506617,74.62442523237681,132.7514139544205,51.996623968042364
Kota,24.79912855471719,75.45481728899011,90.24571181336516,126.56403070938482,100.79479423278777,27.35086217005427,112.69261128053185,149.03233088964743,51.65292867199523,13.348331574799687,58.288307309560516,6.40272665884043,91.03037707227159,93.92400830587704,51.33274981564095,5.1894953116171205,53.82937883888186
Udaipur,26.088429505826976,73.85928739597837,84.63435869051035,191.38465830206437,58.39723770398668,97.99116300128394,141.90355596446847,37.39910571127947,156.64177035582705,134.21745607241246,154.10449879212123,195.8448743542229,159.79017866195178,115.19641152750053,138.5449151910072,167.57742436027792,58.20827363795227
Kota,24.85708323789443,74.3165127478778,68.15327596762266,55.99884252775291,188.39665565951427,132.9126384466663,137.4647196014624,194.0772929615758,192.6598018911181,9.573971582636576,165.47123847797621,141.87158902050595,173.28377669058233,5.352178705483834,17.845097069354644,65.195665452802,167.4755029633471
Ajmer,26.49293181161444,75.9271293280225,119.82695937085899,189.38160883491327,42.56919164594342,9.809500055400155,22.23741897909244,9.478426465474099,31.275302875601053,188.07790920005297,36.51085489060046,120.53550610042419,33.12535872858937,58.04029269284852,157.15672926579606,90.74452746239967,131.60537250069976
Kota,25.727297313522946,75.79384762899542,180.72853762679213,1.1831800055828623,85.38598225392442,28.596273624616252,94.47619149827786,100.03091821843037,187.75601818418235,90.98355244455338,145.8344288103397,163.74117121022763,126.1999893628851,27.53444788960884,4.741478017535439,24.90574118594935,84.15673776734948
Kota,25.295364332570955,77.41085613542634,8.333723012521155,119.4428896362781,147.84225876527114,28.31969126441054,175.05719952731513,144.7464716880575,92.16302985613606,84.63675146194636,45.10101925124346,85.5261560853787,197.40545264771922,73.63818531803703,114.4014607786755,188.1704121206431,73.21338328370781
Ajmer,24.727763807508275,73.84154523231064,74.68218345838,159.37040460871376,15.81072784935973,82.03405128619792,142.63931242095907,167.78496250694062,70.5230111802055,150.4889977747679,125.88971627775283,16.149113951075122,165.69516771190098,90.81978789106087,27.770663079901393,159.95428468765206,103.84618755044295
Ajmer,27.29376984407625,77.96139767485639,14.295250488448064,132.386747954494,55.83508039538552,153.71103656288895,193.64188542655802,74.4259788429591,60.872181752461344,59.96825850395366,74.67276570348496,13.072154558910864,105.12808684593848,192.00879448538842,45.841896300537584,165.76879918863722,115.52438399152818
Udaipur,23.638920910453404,77.13439877731399,191.78077562988955,117.95196253759516,167.79305605046494,23.211626539349073,147.94844608992173,172.1909564135997,0.8179363034746645,35.31736005360979,65.02059023034444,43.34622407748423,185.0971350176364,19.25937856279716,4.962866308278402,25.45323300329896,62.984454341483676
Kota,26.30595586179383,76.81454790859428,13.10566138244944,3.4163455764647965,37.77497880653695,166.52773934622383,47.29683507060183,176.7707872696145,188.9109070395327,195.50798790227867,18.758620062682006,191.84821220265204,92.64395009456028,116.16822448810353,101.19859308943082,154.12155395432612,64.75767688854714
